Nom;Numéro;Protocole;Description
mediacntrlnfsd;2363;UDP;Media Central NFSD
oi-2000;2364;TCP;OI-2000
oi-2000;2364;UDP;OI-2000
dbref;2365;TCP;dbref
dbref;2365;UDP;dbref
qip-login;2366;TCP;qip-login
qip-login;2366;UDP;qip-login
service-ctrl;2367;TCP;Service Control
service-ctrl;2367;UDP;Service Control
opentable;2368;TCP;OpenTable
opentable;2368;UDP;OpenTable
Unassigned;2369;UDP;Unassigned
l3-hbmon;2370;TCP;L3-HBMon
l3-hbmon;2370;UDP;L3-HBMon
hp-rda;2371;TCP;HP Remote Device Access
Unassigned;2371;UDP;Reserved
lanmessenger;2372;TCP;LanMessenger
lanmessenger;2372;UDP;LanMessenger
remographlm;2373;TCP;Remograph License Manager
Unassigned;2373;UDP;Reserved
hydra;2374;TCP;Hydra RPC
Unassigned;2374;UDP;Reserved
docker;2375;TCP;Docker REST API (plain text)
Unassigned;2375;UDP;Reserved
docker-s;2376;TCP;Docker REST API (ssl)
swarm;2377;TCP;RPC interface for Docker Swarm
Unassigned;2377;UDP;Reserved
Unassigned;2378;UDP;Unassigned
etcd-client;2379;TCP;etcd client communication
Unassigned;2379;UDP;Reserved
etcd-server;2380;TCP;etcd server to server communication
Unassigned;2380;UDP;Reserved
compaq-https;2381;TCP;Compaq HTTPS
compaq-https;2381;UDP;Compaq HTTPS
ms-olap3;2382;TCP;Microsoft OLAP
ms-olap3;2382;UDP;Microsoft OLAP
ms-olap4;2383;TCP;Microsoft OLAP
ms-olap4;2383;UDP;Microsoft OLAP
sd-request;2384;TCP;SD-REQUEST
sd-capacity;2384;UDP;SD-CAPACITY
sd-data;2385;TCP;SD-DATA
sd-data;2385;UDP;SD-DATA
virtualtape;2386;TCP;Virtual Tape
virtualtape;2386;UDP;Virtual Tape
vsamredirector;2387;TCP;VSAM Redirector
vsamredirector;2387;UDP;VSAM Redirector
mynahautostart;2388;TCP;MYNAH AutoStart
mynahautostart;2388;UDP;MYNAH AutoStart
ovsessionmgr;2389;TCP;OpenView Session Mgr
ovsessionmgr;2389;UDP;OpenView Session Mgr
rsmtp;2390;TCP;RSMTP
rsmtp;2390;UDP;RSMTP
3com-net-mgmt;2391;TCP;3COM Net Management
3com-net-mgmt;2391;UDP;3COM Net Management
tacticalauth;2392;TCP;Tactical Auth
tacticalauth;2392;UDP;Tactical Auth
ms-olap1;2393;TCP;MS OLAP 1
ms-olap1;2393;UDP;MS OLAP 1
ms-olap2;2394;TCP;MS OLAP 2
ms-olap2;2394;UDP;MS OLAP 2
lan900-remote;2395;TCP;LAN900 Remote
lan900_remote;2395;TCP;LAN900 Remote
lan900-remote;2395;UDP;LAN900 Remote
lan900_remote;2395;UDP;LAN900 Remote
wusage;2396;TCP;Wusage
wusage;2396;UDP;Wusage
ncl;2397;TCP;NCL
ncl;2397;UDP;NCL
orbiter;2398;TCP;Orbiter
orbiter;2398;UDP;Orbiter
fmpro-fdal;2399;TCP;FileMaker, Inc. - Data Access Layer
fmpro-fdal;2399;UDP;FileMaker, Inc. - Data Access Layer
opequus-server;2400;TCP;OpEquus Server
opequus-server;2400;UDP;OpEquus Server
cvspserver;2401;TCP;cvspserver
cvspserver;2401;UDP;cvspserver
taskmaster2000;2402;TCP;TaskMaster 2000 Server
taskmaster2000;2402;UDP;TaskMaster 2000 Server
taskmaster2000;2403;TCP;TaskMaster 2000 Web
taskmaster2000;2403;UDP;TaskMaster 2000 Web
iec-104;2404;TCP;IEC 60870-5-104 process control over IP
iec-104;2404;UDP;IEC 60870-5-104 process control over IP
trc-netpoll;2405;TCP;TRC Netpoll
trc-netpoll;2405;UDP;TRC Netpoll
jediserver;2406;TCP;JediServer
jediserver;2406;UDP;JediServer
orion;2407;TCP;Orion
orion;2407;UDP;Orion
railgun-webaccl;2408;TCP;CloudFlare Railgun Web Acceleration Protocol
Unassigned;2408;UDP;Reserved
sns-protocol;2409;TCP;SNS Protocol
sns-protocol;2409;UDP;SNS Protocol
vrts-registry;2410;TCP;VRTS Registry
vrts-registry;2410;UDP;VRTS Registry
netwave-ap-mgmt;2411;TCP;Netwave AP Management
netwave-ap-mgmt;2411;UDP;Netwave AP Management
cdn;2412;TCP;CDN
cdn;2412;UDP;CDN
orion-rmi-reg;2413;TCP;orion-rmi-reg
orion-rmi-reg;2413;UDP;orion-rmi-reg
beeyond;2414;TCP;Beeyond
beeyond;2414;UDP;Beeyond
codima-rtp;2415;TCP;Codima Remote Transaction Protocol
codima-rtp;2415;UDP;Codima Remote Transaction Protocol
rmtserver;2416;TCP;RMT Server
rmtserver;2416;UDP;RMT Server
composit-server;2417;TCP;Composit Server
composit-server;2417;UDP;Composit Server
cas;2418;TCP;cas
cas;2418;UDP;cas
attachmate-s2s;2419;TCP;Attachmate S2S
attachmate-s2s;2419;UDP;Attachmate S2S
dslremote-mgmt;2420;TCP;DSL Remote Management
dslremote-mgmt;2420;UDP;DSL Remote Management
g-talk;2421;TCP;G-Talk
g-talk;2421;UDP;G-Talk
crmsbits;2422;TCP;CRMSBITS
crmsbits;2422;UDP;CRMSBITS
rnrp;2423;TCP;RNRP
rnrp;2423;UDP;RNRP
kofax-svr;2424;TCP;KOFAX-SVR
kofax-svr;2424;UDP;KOFAX-SVR
fjitsuappmgr;2425;TCP;Fujitsu App Manager
fjitsuappmgr;2425;UDP;Fujitsu App Manager
vcmp;2426;TCP;VeloCloud MultiPath Protocol
vcmp;2426;UDP;VeloCloud MultiPath Protocol
mgcp-gateway;2427;TCP;Media Gateway Control Protocol Gateway
mgcp-gateway;2427;UDP;Media Gateway Control Protocol Gateway
ott;2428;TCP;One Way Trip Time
ott;2428;UDP;One Way Trip Time
ft-role;2429;TCP;FT-ROLE
ft-role;2429;UDP;FT-ROLE
venus;2430;TCP;venus
venus;2430;UDP;venus
venus-se;2431;TCP;venus-se
venus-se;2431;UDP;venus-se
codasrv;2432;TCP;codasrv
codasrv;2432;UDP;codasrv
codasrv-se;2433;TCP;codasrv-se
codasrv-se;2433;UDP;codasrv-se
pxc-epmap;2434;TCP;pxc-epmap
pxc-epmap;2434;UDP;pxc-epmap
optilogic;2435;TCP;OptiLogic
optilogic;2435;UDP;OptiLogic
topx;2436;TCP;TOP/X
topx;2436;UDP;TOP/X
unicontrol;2437;TCP;UniControl
unicontrol;2437;UDP;UniControl
msp;2438;TCP;MSP
msp;2438;UDP;MSP
sybasedbsynch;2439;TCP;SybaseDBSynch
sybasedbsynch;2439;UDP;SybaseDBSynch
spearway;2440;TCP;Spearway Lockers
spearway;2440;UDP;Spearway Lockers
pvsw-inet;2441;TCP;Pervasive I*net Data Server
pvsw-inet;2441;UDP;Pervasive I*net Data Server
netangel;2442;TCP;Netangel
netangel;2442;UDP;Netangel
powerclientcsf;2443;TCP;PowerClient Central Storage Facility
powerclientcsf;2443;UDP;PowerClient Central Storage Facility
btpp2sectrans;2444;TCP;BT PP2 Sectrans
btpp2sectrans;2444;UDP;BT PP2 Sectrans
dtn1;2445;TCP;DTN1
dtn1;2445;UDP;DTN1
bues-service;2446;TCP;bues_service
bues_service;2446;TCP;bues_service
bues-service;2446;UDP;bues_service
bues_service;2446;UDP;bues_service
ovwdb;2447;TCP;OpenView NNM daemon
ovwdb;2447;UDP;OpenView NNM daemon
hpppssvr;2448;TCP;hpppsvr
hpppssvr;2448;UDP;hpppsvr
ratl;2449;TCP;RATL
ratl;2449;UDP;RATL
netadmin;2450;TCP;netadmin
netadmin;2450;UDP;netadmin
netchat;2451;TCP;netchat
netchat;2451;UDP;netchat
snifferclient;2452;TCP;SnifferClient
snifferclient;2452;UDP;SnifferClient
madge-ltd;2453;TCP;madge ltd
madge-ltd;2453;UDP;madge ltd
indx-dds;2454;TCP;IndX-DDS
indx-dds;2454;UDP;IndX-DDS
wago-io-system;2455;TCP;WAGO-IO-SYSTEM
wago-io-system;2455;UDP;WAGO-IO-SYSTEM
altav-remmgt;2456;TCP;altav-remmgt
altav-remmgt;2456;UDP;altav-remmgt
rapido-ip;2457;TCP;Rapido_IP
rapido-ip;2457;UDP;Rapido_IP
griffin;2458;TCP;griffin
griffin;2458;UDP;griffin
community;2459;TCP;Community
community;2459;UDP;Community
ms-theater;2460;TCP;ms-theater
ms-theater;2460;UDP;ms-theater
qadmifoper;2461;TCP;qadmifoper
qadmifoper;2461;UDP;qadmifoper
qadmifevent;2462;TCP;qadmifevent
qadmifevent;2462;UDP;qadmifevent
lsi-raid-mgmt;2463;TCP;LSI RAID Management
lsi-raid-mgmt;2463;UDP;LSI RAID Management
direcpc-si;2464;TCP;DirecPC SI
direcpc-si;2464;UDP;DirecPC SI
lbm;2465;TCP;Load Balance Management
lbm;2465;UDP;Load Balance Management
lbf;2466;TCP;Load Balance Forwarding
lbf;2466;UDP;Load Balance Forwarding
high-criteria;2467;TCP;High Criteria
high-criteria;2467;UDP;High Criteria
qip-msgd;2468;TCP;qip_msgd
qip-msgd;2468;UDP;qip_msgd
mti-tcs-comm;2469;TCP;MTI-TCS-COMM
mti-tcs-comm;2469;UDP;MTI-TCS-COMM
taskman-port;2470;TCP;taskman port
taskman-port;2470;UDP;taskman port
seaodbc;2471;TCP;SeaODBC
seaodbc;2471;UDP;SeaODBC
c3;2472;TCP;C3
c3;2472;UDP;C3
aker-cdp;2473;TCP;Aker-cdp
aker-cdp;2473;UDP;Aker-cdp
vitalanalysis;2474;TCP;Vital Analysis
vitalanalysis;2474;UDP;Vital Analysis
ace-server;2475;TCP;ACE Server
ace-server;2475;UDP;ACE Server
ace-svr-prop;2476;TCP;ACE Server Propagation
ace-svr-prop;2476;UDP;ACE Server Propagation
ssm-cvs;2477;TCP;SecurSight Certificate Valifation Service
ssm-cvs;2477;UDP;SecurSight Certificate Valifation Service
ssm-cssps;2478;TCP;SecurSight Authentication Server (SSL)
ssm-cssps;2478;UDP;SecurSight Authentication Server (SSL)
ssm-els;2479;TCP;SecurSight Event Logging Server (SSL)
ssm-els;2479;UDP;SecurSight Event Logging Server (SSL)
powerexchange;2480;TCP;Informatica PowerExchange Listener
powerexchange;2480;UDP;Informatica PowerExchange Listener
giop;2481;TCP;Oracle GIOP
giop;2481;UDP;Oracle GIOP
giop-ssl;2482;TCP;Oracle GIOP SSL
giop-ssl;2482;UDP;Oracle GIOP SSL
ttc;2483;TCP;Oracle TTC
ttc;2483;UDP;Oracle TTC
ttc-ssl;2484;TCP;Oracle TTC SSL
ttc-ssl;2484;UDP;Oracle TTC SSL
netobjects1;2485;TCP;Net Objects1
netobjects1;2485;UDP;Net Objects1
netobjects2;2486;TCP;Net Objects2
netobjects2;2486;UDP;Net Objects2
pns;2487;TCP;Policy Notice Service
pns;2487;UDP;Policy Notice Service
moy-corp;2488;TCP;Moy Corporation
moy-corp;2488;UDP;Moy Corporation
tsilb;2489;TCP;TSILB
tsilb;2489;UDP;TSILB
qip-qdhcp;2490;TCP;qip_qdhcp
qip-qdhcp;2490;UDP;qip_qdhcp
conclave-cpp;2491;TCP;Conclave CPP
conclave-cpp;2491;UDP;Conclave CPP
groove;2492;TCP;GROOVE
groove;2492;UDP;GROOVE
talarian-mqs;2493;TCP;Talarian MQS
talarian-mqs;2493;UDP;Talarian MQS
bmc-ar;2494;TCP;BMC AR
bmc-ar;2494;UDP;BMC AR
fast-rem-serv;2495;TCP;Fast Remote Services
fast-rem-serv;2495;UDP;Fast Remote Services
dirgis;2496;TCP;DIRGIS
dirgis;2496;UDP;DIRGIS
quaddb;2497;TCP;Quad DB
quaddb;2497;UDP;Quad DB
odn-castraq;2498;TCP;ODN-CasTraq
odn-castraq;2498;UDP;ODN-CasTraq
unicontrol;2499;TCP;UniControl
unicontrol;2499;UDP;UniControl
rtsserv;2500;TCP;Resource Tracking system server
rtsserv;2500;UDP;Resource Tracking system server
Nom;Numéro;Protocole;Description
rtsclient;2501;TCP;Resource Tracking system client
rtsclient;2501;UDP;Resource Tracking system client
kentrox-prot;2502;TCP;Kentrox Protocol
kentrox-prot;2502;UDP;Kentrox Protocol
nms-dpnss;2503;TCP;NMS-DPNSS
nms-dpnss;2503;UDP;NMS-DPNSS
wlbs;2504;TCP;WLBS
wlbs;2504;UDP;WLBS
ppcontrol;2505;TCP;PowerPlay Control
ppcontrol;2505;UDP;PowerPlay Control
jbroker;2506;TCP;jbroker
jbroker;2506;UDP;jbroker
spock;2507;TCP;spock
spock;2507;UDP;spock
jdatastore;2508;TCP;JDataStore
jdatastore;2508;UDP;JDataStore
fjmpss;2509;TCP;fjmpss
fjmpss;2509;UDP;fjmpss
fjappmgrbulk;2510;TCP;fjappmgrbulk
fjappmgrbulk;2510;UDP;fjappmgrbulk
metastorm;2511;TCP;Metastorm
metastorm;2511;UDP;Metastorm
citrixima;2512;TCP;Citrix IMA
citrixima;2512;UDP;Citrix IMA
citrixadmin;2513;TCP;Citrix ADMIN
citrixadmin;2513;UDP;Citrix ADMIN
facsys-ntp;2514;TCP;Facsys NTP
facsys-ntp;2514;UDP;Facsys NTP
facsys-router;2515;TCP;Facsys Router
facsys-router;2515;UDP;Facsys Router
maincontrol;2516;TCP;Main Control
maincontrol;2516;UDP;Main Control
call-sig-trans;2517;TCP;H.323 Annex E Call Control Signalling Transport
call-sig-trans;2517;UDP;H.323 Annex E Call Control Signalling Transport
willy;2518;TCP;Willy
willy;2518;UDP;Willy
globmsgsvc;2519;TCP;globmsgsvc
globmsgsvc;2519;UDP;globmsgsvc
pvsw;2520;TCP;Pervasive Listener
pvsw;2520;UDP;Pervasive Listener
adaptecmgr;2521;TCP;Adaptec Manager
adaptecmgr;2521;UDP;Adaptec Manager
windb;2522;TCP;WinDb
windb;2522;UDP;WinDb
qke-llc-v3;2523;TCP;Qke LLC V.3
qke-llc-v3;2523;UDP;Qke LLC V.3
optiwave-lm;2524;TCP;Optiwave License Management
optiwave-lm;2524;UDP;Optiwave License Management
ms-v-worlds;2525;TCP;MS V-Worlds
ms-v-worlds;2525;UDP;MS V-Worlds
ema-sent-lm;2526;TCP;EMA License Manager
ema-sent-lm;2526;UDP;EMA License Manager
iqserver;2527;TCP;IQ Server
iqserver;2527;UDP;IQ Server
ncr-ccl;2528;TCP;NCR CCL
ncr_ccl;2528;TCP;NCR CCL
ncr-ccl;2528;UDP;NCR CCL
ncr_ccl;2528;UDP;NCR CCL
utsftp;2529;TCP;UTS FTP
utsftp;2529;UDP;UTS FTP
vrcommerce;2530;TCP;VR Commerce
vrcommerce;2530;UDP;VR Commerce
ito-e-gui;2531;TCP;ITO-E GUI
ito-e-gui;2531;UDP;ITO-E GUI
ovtopmd;2532;TCP;OVTOPMD
ovtopmd;2532;UDP;OVTOPMD
snifferserver;2533;TCP;SnifferServer
snifferserver;2533;UDP;SnifferServer
combox-web-acc;2534;TCP;Combox Web Access
combox-web-acc;2534;UDP;Combox Web Access
madcap;2535;TCP;MADCAP
madcap;2535;UDP;MADCAP
btpp2audctr1;2536;TCP;btpp2audctr1
btpp2audctr1;2536;UDP;btpp2audctr1
upgrade;2537;TCP;Upgrade Protocol
upgrade;2537;UDP;Upgrade Protocol
vnwk-prapi;2538;TCP;vnwk-prapi
vnwk-prapi;2538;UDP;vnwk-prapi
vsiadmin;2539;TCP;VSI Admin
vsiadmin;2539;UDP;VSI Admin
lonworks;2540;TCP;LonWorks
lonworks;2540;UDP;LonWorks
lonworks2;2541;TCP;LonWorks2
lonworks2;2541;UDP;LonWorks2
udrawgraph;2542;TCP;uDraw(Graph)
udrawgraph;2542;UDP;uDraw(Graph)
reftek;2543;TCP;REFTEK
reftek;2543;UDP;REFTEK
novell-zen;2544;TCP;Management Daemon Refresh
novell-zen;2544;UDP;Management Daemon Refresh
sis-emt;2545;TCP;sis-emt
sis-emt;2545;UDP;sis-emt
vytalvaultbrtp;2546;TCP;vytalvaultbrtp
vytalvaultbrtp;2546;UDP;vytalvaultbrtp
vytalvaultvsmp;2547;TCP;vytalvaultvsmp
vytalvaultvsmp;2547;UDP;vytalvaultvsmp
vytalvaultpipe;2548;TCP;vytalvaultpipe
vytalvaultpipe;2548;UDP;vytalvaultpipe
ipass;2549;TCP;IPASS
ipass;2549;UDP;IPASS
ads;2550;TCP;ADS
ads;2550;UDP;ADS
isg-uda-server;2551;TCP;ISG UDA Server
isg-uda-server;2551;UDP;ISG UDA Server
call-logging;2552;TCP;Call Logging
call-logging;2552;UDP;Call Logging
efidiningport;2553;TCP;efidiningport
efidiningport;2553;UDP;efidiningport
vcnet-link-v10;2554;TCP;VCnet-Link v10
vcnet-link-v10;2554;UDP;VCnet-Link v10
compaq-wcp;2555;TCP;Compaq WCP
compaq-wcp;2555;UDP;Compaq WCP
nicetec-nmsvc;2556;TCP;nicetec-nmsvc
nicetec-nmsvc;2556;UDP;nicetec-nmsvc
nicetec-mgmt;2557;TCP;nicetec-mgmt
nicetec-mgmt;2557;UDP;nicetec-mgmt
pclemultimedia;2558;TCP;PCLE Multi Media
pclemultimedia;2558;UDP;PCLE Multi Media
lstp;2559;TCP;LSTP
lstp;2559;UDP;LSTP
labrat;2560;TCP;labrat
labrat;2560;UDP;labrat
mosaixcc;2561;TCP;MosaixCC
mosaixcc;2561;UDP;MosaixCC
delibo;2562;TCP;Delibo
delibo;2562;UDP;Delibo
cti-redwood;2563;TCP;CTI Redwood
cti-redwood;2563;UDP;CTI Redwood
hp-3000-telnet;2564;TCP;HP 3000 NS/VT block mode telnet
hp-3000-telnet;2564;UDP;HP 3000 NS/VT block mode telnet
coord-svr;2565;TCP;Coordinator Server
coord-svr;2565;UDP;Coordinator Server
pcs-pcw;2566;TCP;pcs-pcw
pcs-pcw;2566;UDP;pcs-pcw
clp;2567;TCP;Cisco Line Protocol
clp;2567;UDP;Cisco Line Protocol
spamtrap;2568;TCP;SPAM TRAP
spamtrap;2568;UDP;SPAM TRAP
sonuscallsig;2569;TCP;Sonus Call Signal
sonuscallsig;2569;UDP;Sonus Call Signal
hs-port;2570;TCP;HS Port
hs-port;2570;UDP;HS Port
cecsvc;2571;TCP;CECSVC
cecsvc;2571;UDP;CECSVC
ibp;2572;TCP;IBP
ibp;2572;UDP;IBP
trustestablish;2573;TCP;Trust Establish
trustestablish;2573;UDP;Trust Establish
blockade-bpsp;2574;TCP;Blockade BPSP
blockade-bpsp;2574;UDP;Blockade BPSP
hl7;2575;TCP;HL7
hl7;2575;UDP;HL7
tclprodebugger;2576;TCP;TCL Pro Debugger
tclprodebugger;2576;UDP;TCL Pro Debugger
scipticslsrvr;2577;TCP;Scriptics Lsrvr
scipticslsrvr;2577;UDP;Scriptics Lsrvr
rvs-isdn-dcp;2578;TCP;RVS ISDN DCP
rvs-isdn-dcp;2578;UDP;RVS ISDN DCP
mpfoncl;2579;TCP;mpfoncl
mpfoncl;2579;UDP;mpfoncl
tributary;2580;TCP;Tributary
tributary;2580;UDP;Tributary
argis-te;2581;TCP;ARGIS TE
argis-te;2581;UDP;ARGIS TE
argis-ds;2582;TCP;ARGIS DS
argis-ds;2582;UDP;ARGIS DS
mon;2583;TCP;MON
mon;2583;UDP;MON
cyaserv;2584;TCP;cyaserv
cyaserv;2584;UDP;cyaserv
netx-server;2585;TCP;NETX Server
netx-server;2585;UDP;NETX Server
netx-agent;2586;TCP;NETX Agent
netx-agent;2586;UDP;NETX Agent
masc;2587;TCP;MASC
masc;2587;UDP;MASC
privilege;2588;TCP;Privilege
privilege;2588;UDP;Privilege
quartus-tcl;2589;TCP;quartus tcl
quartus-tcl;2589;UDP;quartus tcl
idotdist;2590;TCP;idotdist
idotdist;2590;UDP;idotdist
maytagshuffle;2591;TCP;Maytag Shuffle
maytagshuffle;2591;UDP;Maytag Shuffle
netrek;2592;TCP;netrek
netrek;2592;UDP;netrek
mns-mail;2593;TCP;MNS Mail Notice Service
mns-mail;2593;UDP;MNS Mail Notice Service
dts;2594;TCP;Data Base Server
dts;2594;UDP;Data Base Server
worldfusion1;2595;TCP;World Fusion 1
worldfusion1;2595;UDP;World Fusion 1
worldfusion2;2596;TCP;World Fusion 2
worldfusion2;2596;UDP;World Fusion 2
homesteadglory;2597;TCP;Homestead Glory
homesteadglory;2597;UDP;Homestead Glory
citriximaclient;2598;TCP;Citrix MA Client
citriximaclient;2598;UDP;Citrix MA Client
snapd;2599;TCP;Snap Discovery
snapd;2599;UDP;Snap Discovery
hpstgmgr;2600;TCP;HPSTGMGR
hpstgmgr;2600;UDP;HPSTGMGR
discp-client;2601;TCP;discp client
discp-client;2601;UDP;discp client
discp-server;2602;TCP;discp server
discp-server;2602;UDP;discp server
servicemeter;2603;TCP;Service Meter
servicemeter;2603;UDP;Service Meter
nsc-ccs;2604;TCP;NSC CCS
nsc-ccs;2604;UDP;NSC CCS
nsc-posa;2605;TCP;NSC POSA
nsc-posa;2605;UDP;NSC POSA
netmon;2606;TCP;Dell Netmon
netmon;2606;UDP;Dell Netmon
connection;2607;TCP;Dell Connection
connection;2607;UDP;Dell Connection
wag-service;2608;TCP;Wag Service
wag-service;2608;UDP;Wag Service
system-monitor;2609;TCP;System Monitor
system-monitor;2609;UDP;System Monitor
versa-tek;2610;TCP;VersaTek
versa-tek;2610;UDP;VersaTek
lionhead;2611;TCP;LIONHEAD
lionhead;2611;UDP;LIONHEAD
qpasa-agent;2612;TCP;Qpasa Agent
qpasa-agent;2612;UDP;Qpasa Agent
smntubootstrap;2613;TCP;SMNTUBootstrap
smntubootstrap;2613;UDP;SMNTUBootstrap
neveroffline;2614;TCP;Never Offline
neveroffline;2614;UDP;Never Offline
firepower;2615;TCP;firepower
firepower;2615;UDP;firepower
appswitch-emp;2616;TCP;appswitch-emp
appswitch-emp;2616;UDP;appswitch-emp
cmadmin;2617;TCP;Clinical Context Managers
cmadmin;2617;UDP;Clinical Context Managers
priority-e-com;2618;TCP;Priority E-Com
priority-e-com;2618;UDP;Priority E-Com
bruce;2619;TCP;bruce
bruce;2619;UDP;bruce
lpsrecommender;2620;TCP;LPSRecommender
lpsrecommender;2620;UDP;LPSRecommender
miles-apart;2621;TCP;Miles Apart Jukebox Server
miles-apart;2621;UDP;Miles Apart Jukebox Server
metricadbc;2622;TCP;MetricaDBC
metricadbc;2622;UDP;MetricaDBC
lmdp;2623;TCP;LMDP
lmdp;2623;UDP;LMDP
aria;2624;TCP;Aria
aria;2624;UDP;Aria
blwnkl-port;2625;TCP;Blwnkl Port
blwnkl-port;2625;UDP;Blwnkl Port
gbjd816;2626;TCP;gbjd816
gbjd816;2626;UDP;gbjd816
moshebeeri;2627;TCP;Moshe Beeri
moshebeeri;2627;UDP;Moshe Beeri
dict;2628;TCP;DICT
dict;2628;UDP;DICT
sitaraserver;2629;TCP;Sitara Server
sitaraserver;2629;UDP;Sitara Server
sitaramgmt;2630;TCP;Sitara Management
sitaramgmt;2630;UDP;Sitara Management
sitaradir;2631;TCP;Sitara Dir
sitaradir;2631;UDP;Sitara Dir
irdg-post;2632;TCP;IRdg Post
irdg-post;2632;UDP;IRdg Post
interintelli;2633;TCP;InterIntelli
interintelli;2633;UDP;InterIntelli
pk-electronics;2634;TCP;PK Electronics
pk-electronics;2634;UDP;PK Electronics
backburner;2635;TCP;Back Burner
backburner;2635;UDP;Back Burner
solve;2636;TCP;Solve
solve;2636;UDP;Solve
imdocsvc;2637;TCP;Import Document Service
imdocsvc;2637;UDP;Import Document Service
sybaseanywhere;2638;TCP;Sybase Anywhere
sybaseanywhere;2638;UDP;Sybase Anywhere
aminet;2639;TCP;AMInet
aminet;2639;UDP;AMInet
ami-control;2640;TCP;Alcorn McBride Inc protocol used for device control
ami-control;2640;UDP;Alcorn McBride Inc protocol used for device control
hdl-srv;2641;TCP;HDL Server
hdl-srv;2641;UDP;HDL Server
tragic;2642;TCP;Tragic
tragic;2642;UDP;Tragic
gte-samp;2643;TCP;GTE-SAMP
gte-samp;2643;UDP;GTE-SAMP
travsoft-ipx-t;2644;TCP;Travsoft IPX Tunnel
travsoft-ipx-t;2644;UDP;Travsoft IPX Tunnel
novell-ipx-cmd;2645;TCP;Novell IPX CMD
novell-ipx-cmd;2645;UDP;Novell IPX CMD
and-lm;2646;TCP;AND License Manager
and-lm;2646;UDP;AND License Manager
syncserver;2647;TCP;SyncServer
syncserver;2647;UDP;SyncServer
upsnotifyprot;2648;TCP;Upsnotifyprot
upsnotifyprot;2648;UDP;Upsnotifyprot
vpsipport;2649;TCP;VPSIPPORT
vpsipport;2649;UDP;VPSIPPORT
eristwoguns;2650;TCP;eristwoguns
eristwoguns;2650;UDP;eristwoguns
ebinsite;2651;TCP;EBInSite
ebinsite;2651;UDP;EBInSite
interpathpanel;2652;TCP;InterPathPanel
interpathpanel;2652;UDP;InterPathPanel
sonus;2653;TCP;Sonus
sonus;2653;UDP;Sonus
corel-vncadmin;2654;TCP;Corel VNC Admin
corel_vncadmin;2654;TCP;Corel VNC Admin
corel-vncadmin;2654;UDP;Corel VNC Admin
corel_vncadmin;2654;UDP;Corel VNC Admin
unglue;2655;TCP;UNIX Nt Glue
unglue;2655;UDP;UNIX Nt Glue
kana;2656;TCP;Kana
kana;2656;UDP;Kana
sns-dispatcher;2657;TCP;SNS Dispatcher
sns-dispatcher;2657;UDP;SNS Dispatcher
sns-admin;2658;TCP;SNS Admin
sns-admin;2658;UDP;SNS Admin
sns-query;2659;TCP;SNS Query
sns-query;2659;UDP;SNS Query
gcmonitor;2660;TCP;GC Monitor
gcmonitor;2660;UDP;GC Monitor
olhost;2661;TCP;OLHOST
olhost;2661;UDP;OLHOST
bintec-capi;2662;TCP;BinTec-CAPI
bintec-capi;2662;UDP;BinTec-CAPI
bintec-tapi;2663;TCP;BinTec-TAPI
bintec-tapi;2663;UDP;BinTec-TAPI
patrol-mq-gm;2664;TCP;Patrol for MQ GM
patrol-mq-gm;2664;UDP;Patrol for MQ GM
patrol-mq-nm;2665;TCP;Patrol for MQ NM
patrol-mq-nm;2665;UDP;Patrol for MQ NM
extensis;2666;TCP;extensis
extensis;2666;UDP;extensis
alarm-clock-s;2667;TCP;Alarm Clock Server
alarm-clock-s;2667;UDP;Alarm Clock Server
alarm-clock-c;2668;TCP;Alarm Clock Client
alarm-clock-c;2668;UDP;Alarm Clock Client
toad;2669;TCP;TOAD
toad;2669;UDP;TOAD
tve-announce;2670;TCP;TVE Announce
tve-announce;2670;UDP;TVE Announce
newlixreg;2671;TCP;newlixreg
newlixreg;2671;UDP;newlixreg
nhserver;2672;TCP;nhserver
nhserver;2672;UDP;nhserver
firstcall42;2673;TCP;First Call 42
firstcall42;2673;UDP;First Call 42
ewnn;2674;TCP;ewnn
ewnn;2674;UDP;ewnn
ttc-etap;2675;TCP;TTC ETAP
ttc-etap;2675;UDP;TTC ETAP
simslink;2676;TCP;SIMSLink
simslink;2676;UDP;SIMSLink
gadgetgate1way;2677;TCP;Gadget Gate 1 Way
gadgetgate1way;2677;UDP;Gadget Gate 1 Way
gadgetgate2way;2678;TCP;Gadget Gate 2 Way
gadgetgate2way;2678;UDP;Gadget Gate 2 Way
syncserverssl;2679;TCP;Sync Server SSL
syncserverssl;2679;UDP;Sync Server SSL
